name,phone,cpf,sexo,state,city
João Miguel da Conceição,+55 (021) 0745 5254,478.903.215-97,F,('MT', 'Mato Grosso'),Rezende dos Dourados
Kaique Ferreira,+55 (031) 7232-7846,902.136.457-34,M,('GO', 'Goiás'),da Paz de Almeida
Vinicius Gonçalves,(081) 4396-0384,506.192.748-67,M,('ES', 'Espírito Santo'),Silva
Marcelo Porto,0900 281 0561,785.694.013-10,M,('MT', 'Mato Grosso'),da Mota
Sra. Isabelly da Rocha,71 3778-7707,492.183.067-31,M,('MS', 'Mato Grosso do Sul'),da Paz da Serra
Ana Carolina Santos,0800-092-7233,062.738.915-59,F,('PI', 'Piauí'),Monteiro do Amparo
Sr. Luiz Henrique Moreira,+55 81 0623 4711,687.019.235-95,M,('RN', 'Rio Grande do Norte'),Fogaça da Praia
Dr. Luiz Fernando Carvalho,(071) 3924 9835,463.758.019-66,F,('AL', 'Alagoas'),Moraes
Sr. Francisco da Mata,41 5766 5181,675.391.408-01,F,('MT', 'Mato Grosso'),Dias
Kevin Pinto,(031) 4925 5618,063.291.854-33,M,('SP', 'São Paulo'),Santos do Galho
Evelyn Aragão,(031) 5934-1718,239.710.458-04,M,('SE', 'Sergipe'),Azevedo
Bruno Rezende,+55 71 3852 8619,574.268.319-73,M,('AC', 'Acre'),Souza de Nunes
Dr. Danilo Rodrigues,+55 61 7970 1933,016.983.527-86,M,('PR', 'Paraná'),Ribeiro
Sra. Luiza da Mata,84 5841 1967,451.209.873-97,F,('AL', 'Alagoas'),Mendes de Goiás
João Pedro da Mota,+55 81 8005-3021,037.259.164-70,M,('SE', 'Sergipe'),Oliveira
Carlos Eduardo Campos,+55 71 3928 4261,254.890.361-33,F,('MS', 'Mato Grosso do Sul'),Ferreira
Ana Luiza Sales,84 8670 3430,467.915.823-91,M,('RO', 'Rondônia'),Mendes Grande
João Lucas Souza,0500-403-7782,153.249.068-24,M,('CE', 'Ceará'),Costa de Pinto
André Melo,84 4914 8535,829.450.671-02,F,('AC', 'Acre'),Almeida
Srta. Laura Melo,+55 31 7347-1624,280.135.796-03,F,('PA', 'Pará'),Fogaça Grande
Mirella Lopes,+55 (081) 5833-2674,254.769.183-37,M,('BA', 'Bahia'),Monteiro de da Rosa
Enzo Gabriel Carvalho,51 0639 1497,691.708.342-96,M,('SP', 'São Paulo'),Nascimento
Sofia da Cunha,(031) 5514 6182,685.102.974-01,M,('GO', 'Goiás'),Porto de Ferreira
Fernanda Silveira,41 5432-4887,652.149.370-16,F,('MT', 'Mato Grosso'),Nunes
Noah Costela,(011) 0312 8324,924.537.861-64,M,('CE', 'Ceará'),da Rosa do Sul
Ana Sophia Aragão,84 0873-1634,498.671.205-58,F,('AM', 'Amazonas'),Sales
Ana Sophia Nunes,(061) 8158-4218,485.261.379-64,M,('SE', 'Sergipe'),Nunes
Laura Souza,+55 (031) 9148-2274,521.397.680-86,F,('PI', 'Piauí'),Souza do Campo
Yuri da Rosa,+55 (081) 8743-7984,423.876.950-38,M,('SC', 'Santa Catarina'),da Mata da Prata
Valentina da Costa,+55 84 5724 2470,816.942.753-37,M,('PB', 'Paraíba'),Aragão Alegre
Davi da Rosa,51 0297 2717,732.594.801-88,F,('RJ', 'Rio de Janeiro'),Teixeira
Sr. Leandro Cunha,41 1832-5855,681.750.349-39,M,('PE', 'Pernambuco'),Duarte
Amanda Porto,0300-992-5288,756.130.849-39,M,('MA', 'Maranhão'),Viana do Galho
Luna Fogaça,+55 21 0089 2230,043.267.891-31,F,('ES', 'Espírito Santo'),da Rocha do Norte
Ian Sales,+55 21 5451-8807,372.461.509-43,M,('MT', 'Mato Grosso'),Almeida
Antônio da Costa,+55 71 4284-6931,369.451.708-10,F,('PI', 'Piauí'),Martins do Galho
Vitória Oliveira,0300 100 4494,284.375.910-23,M,('AC', 'Acre'),da Mota
Srta. Isabel da Rocha,+55 (011) 0408 3349,023.486.957-74,M,('SC', 'Santa Catarina'),da Mata do Norte
Maria Porto,+55 84 3551 6108,073.459.628-65,M,('RR', 'Roraima'),Freitas do Oeste
Lucca Moreira,+55 (031) 6101 1348,092.457.813-05,M,('RR', 'Roraima'),Rocha
Valentina das Neves,+55 (011) 6648 4902,046.378.195-39,M,('MS', 'Mato Grosso do Sul'),Silveira de Cardoso
Calebe da Luz,41 6119 6647,085.723.164-26,M,('RR', 'Roraima'),Melo
Maria Sophia da Mota,0900-003-3530,794.215.306-16,F,('MG', 'Minas Gerais'),Porto
Sr. Felipe Silveira,84 0995 4416,263.104.798-22,F,('MS', 'Mato Grosso do Sul'),Ribeiro Alegre
Sr. Vitor Hugo Araújo,(061) 0636 4278,396.248.075-74,M,('RO', 'Rondônia'),Vieira
Sr. Theo Moraes,(071) 0801 4177,083.721.465-35,F,('PE', 'Pernambuco'),Pereira
Fernando da Rocha,0500-684-7488,769.085.321-86,M,('RO', 'Rondônia'),Duarte
Valentina Novaes,+55 (081) 1784 4621,142.579.836-55,M,('SP', 'São Paulo'),Campos
Noah Cavalcanti,+55 (041) 2552-6836,841.695.370-84,M,('MS', 'Mato Grosso do Sul'),Santos
Sr. Vitor Gabriel Ramos,+55 (041) 5652 5930,810.547.692-49,F,('SC', 'Santa Catarina'),Nunes
Ana Vitória Farias,+55 (084) 0135 9240,517.382.490-50,M,('MT', 'Mato Grosso'),Cunha das Flores
Pedro Porto,61 8308 9904,954.308.126-33,F,('RJ', 'Rio de Janeiro'),das Neves
Rafaela Duarte,0900 027 7353,689.470.312-40,F,('MA', 'Maranhão'),Barbosa
Isabella Ferreira,+55 61 6839 5929,813.957.624-73,M,('AM', 'Amazonas'),Carvalho das Flores
Isaac Costa,31 6714-7381,408.195.263-98,F,('RN', 'Rio Grande do Norte'),Jesus de Santos
Bernardo Melo,+55 (071) 5791-6097,246.907.513-07,F,('ES', 'Espírito Santo'),da Mata
Isabelly Porto,+55 (011) 1551 7416,420.875.319-60,M,('MS', 'Mato Grosso do Sul'),Pereira da Prata
Ana Carolina Rodrigues,+55 31 7676 1049,954.236.107-61,M,('BA', 'Bahia'),Sales
Juan Pereira,+55 (081) 9355 2770,916.853.072-21,M,('TO', 'Tocantins'),da Paz de Rodrigues
Breno Rocha,+55 51 3581 4371,571.290.386-59,M,('RS', 'Rio Grande do Sul'),Farias da Prata
Eduardo Moraes,71 6813 5706,741.623.890-04,M,('SC', 'Santa Catarina'),da Costa
Dr. Breno Gomes,(084) 7663 3257,237.056.914-06,F,('AC', 'Acre'),Cardoso Alegre
Davi Mendes,+55 31 2366 2844,430.178.925-14,M,('SP', 'São Paulo'),Araújo da Praia
Luiz Henrique Azevedo,+55 41 5890 0760,381.672.509-03,M,('BA', 'Bahia'),Silva
Dr. Thomas Azevedo,+55 (011) 9369-5875,528.917.634-91,F,('MS', 'Mato Grosso do Sul'),Azevedo de Teixeira
Enrico Silveira,+55 (051) 3021-8347,387.526.194-19,F,('AP', 'Amapá'),Monteiro
Catarina Melo,+55 71 6935 2196,146.587.390-20,M,('PR', 'Paraná'),Dias
Leandro Lopes,+55 41 9493 1785,782.965.310-03,F,('PA', 'Pará'),Fogaça
Thales Ferreira,+55 71 4452 2887,703.582.916-40,F,('AM', 'Amazonas'),Moura do Norte
Luiz Miguel da Luz,(021) 5154-3807,276.019.453-16,F,('MT', 'Mato Grosso'),Silva de Minas
João Miguel da Mota,(061) 1968 5564,619.832.704-31,F,('AL', 'Alagoas'),Lima Grande
Fernando Peixoto,+55 (061) 3693 2248,195.602.734-34,F,('RO', 'Rondônia'),Gomes
Paulo Silva,0300-330-2596,406.821.793-96,F,('MA', 'Maranhão'),Moraes do Galho
Dr. Francisco Pinto,(031) 5233 2379,016.253.497-34,F,('PB', 'Paraíba'),Gomes
Gustavo Henrique Porto,81 1012 5275,724.098.653-56,F,('PA', 'Pará'),da Cunha do Galho
Miguel da Mota,+55 (041) 7380 0656,109.783.265-12,M,('MG', 'Minas Gerais'),Pinto
Sr. Yuri Mendes,0300 249 4610,124.678.390-87,M,('RS', 'Rio Grande do Sul'),Lima
Marcelo Ramos,+55 71 2097-7981,974.062.538-00,M,('RR', 'Roraima'),Ferreira do Amparo
Heloísa Souza,(084) 7765-1279,807.234.519-23,M,('MT', 'Mato Grosso'),Porto
Luigi Moreira,(081) 7722-1543,210.853.794-50,M,('PE', 'Pernambuco'),Teixeira
Gabriela Moraes,+55 (021) 8669 5045,068.715.293-30,F,('MT', 'Mato Grosso'),Novaes do Campo
Davi Gomes,(031) 0162 0152,754.813.629-37,F,('PI', 'Piauí'),Fernandes de Almeida
Dr. Noah Barbosa,+55 (041) 3442-5936,142.739.580-23,M,('AL', 'Alagoas'),Sales
Joana Monteiro,81 7632-3026,983.267.510-30,M,('PI', 'Piauí'),Lopes
Enzo Gabriel da Luz,+55 (071) 7160 2953,817.950.624-01,F,('PA', 'Pará'),Moura
Nicolas Jesus,0300-274-0224,567.248.901-01,M,('MT', 'Mato Grosso'),Alves do Sul
Emanuel Gomes,11 9338-9489,428.715.093-79,F,('PB', 'Paraíba'),Lopes da Praia
Kamilly Mendes,(051) 3715-4416,975.162.304-99,F,('AM', 'Amazonas'),da Paz de Porto
Elisa Rezende,31 8803-1701,304.128.697-13,F,('PA', 'Pará'),Mendes do Oeste
Alexandre Gonçalves,+55 (051) 1929-0892,543.926.180-05,F,('PE', 'Pernambuco'),Ribeiro
Lavínia da Rosa,+55 81 7689-6214,523.017.684-90,F,('SE', 'Sergipe'),das Neves das Flores
Dra. Caroline Pinto,+55 71 6157 2799,964.805.312-05,M,('MS', 'Mato Grosso do Sul'),das Neves Grande
Dra. Maria Cecília da Luz,+55 (051) 0895-6637,015.649.287-30,M,('ES', 'Espírito Santo'),Silveira
Sofia Cunha,21 5645 9397,816.590.723-95,M,('SE', 'Sergipe'),Peixoto
Kevin Pereira,(081) 5164-3682,071.592.634-99,M,('BA', 'Bahia'),da Rosa Alegre
Sofia Porto,+55 41 4654 4469,748.560.312-44,M,('MA', 'Maranhão'),Souza de Fernandes
Srta. Luna Dias,84 0390-2457,319.487.260-50,M,('PR', 'Paraná'),Farias da Mata
Marina Silva,+55 (041) 0529-6021,891.762.340-96,F,('PB', 'Paraíba'),Campos
Breno Souza,+55 84 7723 7057,987.502.436-83,M,('MS', 'Mato Grosso do Sul'),Moreira
Kamilly Cunha,(084) 1905 0053,697.520.834-47,F,('DF', 'Distrito Federal'),Gonçalves
Laís Cardoso,(031) 3747-8926,053.817.469-20,F,('DF', 'Distrito Federal'),Costela de Fogaça
Yuri Aragão,(071) 7050-4802,946.182.507-20,M,('BA', 'Bahia'),Melo
Dr. Marcelo da Costa,11 9179-6039,567.430.289-83,M,('MG', 'Minas Gerais'),da Paz do Sul
Alice da Mata,41 6188 5851,257.019.843-97,M,('TO', 'Tocantins'),da Paz do Oeste
Lucas Gabriel Barbosa,31 5607 0328,623.715.804-90,F,('PA', 'Pará'),Fogaça das Pedras
Isaac Carvalho,+55 84 4131 4786,594.037.821-88,M,('RO', 'Rondônia'),Lima
Carlos Eduardo Rocha,(011) 3467-5422,728.654.019-01,F,('PR', 'Paraná'),Nascimento
Valentina Campos,(041) 6570-1710,758.096.341-84,M,('AM', 'Amazonas'),Fogaça
Nina Moreira,+55 11 6091-5503,031.745.289-41,F,('RN', 'Rio Grande do Norte'),da Mota
Dr. Cauã Santos,(041) 2071 4913,312.859.460-06,M,('BA', 'Bahia'),Carvalho do Campo
Maria Vitória Rezende,+55 (071) 9943-2009,749.682.013-03,M,('DF', 'Distrito Federal'),Ferreira de Sales
Thiago Cardoso,+55 (084) 3021-7369,814.965.372-46,M,('RJ', 'Rio de Janeiro'),Cardoso
Marcelo Castro,+55 51 2503 9021,346.712.890-40,F,('RS', 'Rio Grande do Sul'),Lima do Amparo
Maitê da Cruz,+55 (031) 7839-1667,187.542.396-64,F,('MG', 'Minas Gerais'),Ramos
Rebeca Souza,81 8644-1040,167.839.054-20,F,('PE', 'Pernambuco'),Castro de das Neves
Dra. Lara da Paz,31 5095 2113,873.561.420-07,M,('PR', 'Paraná'),Ramos do Galho
Pedro Miguel das Neves,71 3228 4964,470.583.291-41,F,('RN', 'Rio Grande do Norte'),Costela da Mata
Thiago Costela,81 6218-7368,123.497.586-64,F,('AP', 'Amapá'),Sales da Prata
Emanuel da Rocha,51 2796 4490,279.138.065-59,F,('CE', 'Ceará'),Melo de Jesus
Gabrielly Gomes,+55 (051) 5554-9113,531.067.284-26,F,('SP', 'São Paulo'),Barros
Gabriela Lopes,61 0498 3333,641.973.285-91,F,('SP', 'São Paulo'),Melo Grande
Carlos Eduardo Duarte,+55 31 7478 1022,796.382.140-31,M,('AM', 'Amazonas'),da Cruz
Sr. Levi da Paz,+55 84 0178-2006,791.048.325-23,F,('MS', 'Mato Grosso do Sul'),Rodrigues
Camila Lima,51 9136 0400,740.852.913-60,F,('PE', 'Pernambuco'),Nascimento
Caroline Moura,51 5186 2241,732.540.918-41,M,('PE', 'Pernambuco'),Costela
Maitê Araújo,+55 (071) 2615 0618,478.190.356-84,M,('BA', 'Bahia'),Oliveira
João Guilherme Lima,0800-359-1512,931.648.705-66,M,('MT', 'Mato Grosso'),Moraes
Sra. Stella Aragão,21 4367-2968,372.681.509-03,M,('AC', 'Acre'),Farias Paulista
Manuela Martins,81 2560-0902,947.183.605-01,F,('GO', 'Goiás'),da Conceição
Dr. Yuri Barbosa,+55 (081) 6002-9493,302.716.954-80,F,('BA', 'Bahia'),Rodrigues Verde
Mariana Moreira,+55 41 8046 4700,421.860.957-85,M,('AL', 'Alagoas'),Nogueira Alegre
Melissa Martins,(081) 2765 5922,235.916.804-51,F,('AL', 'Alagoas'),Sales
Alícia Correia,+55 51 3827 0320,574.621.309-80,F,('DF', 'Distrito Federal'),Rocha Grande
Isis Alves,0500 792 8147,209.857.143-79,M,('MS', 'Mato Grosso do Sul'),Rodrigues
Sra. Carolina Castro,84 2688 5009,105.479.382-41,M,('MA', 'Maranhão'),Moura
Lívia Barros,+55 (081) 3021-5058,637.241.598-46,M,('MT', 'Mato Grosso'),Gonçalves
Dra. Ana Teixeira,(061) 2830-1709,872.641.095-85,M,('PI', 'Piauí'),Teixeira
Sra. Ana Júlia Costela,0500-673-0004,573.024.968-38,M,('PR', 'Paraná'),Cunha
Dr. Guilherme Sales,71 2421-2031,392.647.085-29,M,('PE', 'Pernambuco'),Sales de Goiás
Ana Azevedo,+55 (051) 8238-6753,731.504.286-53,M,('RJ', 'Rio de Janeiro'),Sales
Isabella Souza,+55 (011) 3117 0026,065.714.928-49,M,('MS', 'Mato Grosso do Sul'),Caldeira
Ana Laura Correia,+55 (011) 2034-9502,594.076.381-20,F,('GO', 'Goiás'),Silveira do Oeste
Fernando Correia,0300 787 3200,508.931.426-89,F,('MT', 'Mato Grosso'),Lima
Daniel Melo,+55 11 5011 8120,153.708.642-17,M,('AP', 'Amapá'),Nogueira
Dr. Arthur Castro,84 8034 8992,418.963.075-66,F,('RJ', 'Rio de Janeiro'),Mendes
Theo Castro,(011) 3193 4664,892.763.140-40,F,('MS', 'Mato Grosso do Sul'),Santos
Emanuel Campos,0300-273-8203,328.074.169-69,M,('RR', 'Roraima'),da Conceição da Prata
Sr. Luiz Fernando da Mota,(011) 0678 7753,956.478.103-57,M,('RN', 'Rio Grande do Norte'),Nunes de Correia
Dra. Daniela Campos,+55 (011) 6464-2085,751.486.032-08,F,('MA', 'Maranhão'),Silveira de da Mota
Elisa Barros,+55 31 1604-2520,721.543.608-07,M,('AL', 'Alagoas'),Nogueira dos Dourados
Gabriela Moreira,71 6277-0552,428.753.019-50,M,('PA', 'Pará'),Silva
Pedro Cavalcanti,+55 (081) 2631-4712,685.092.734-56,M,('AP', 'Amapá'),Oliveira Grande
Danilo Caldeira,71 7342 6777,374.598.210-04,M,('RS', 'Rio Grande do Sul'),Costa da Praia
Eduardo Moura,(031) 6201-8842,784.591.236-00,F,('PA', 'Pará'),Caldeira de Teixeira
Alice Farias,(011) 7555-9056,348.961.502-60,F,('PI', 'Piauí'),Viana
Isaac da Cunha,+55 51 8484 1317,903.672.841-03,M,('DF', 'Distrito Federal'),Fogaça de Lima
Emanuelly Vieira,84 2713 2946,807.692.541-01,F,('SC', 'Santa Catarina'),da Rocha Grande
Milena da Rosa,(031) 6337 9743,238.049.156-98,F,('MA', 'Maranhão'),Cavalcanti de Peixoto
André Cavalcanti,0300 364 6742,912.587.630-95,F,('PR', 'Paraná'),Viana do Amparo
Sr. Rodrigo Duarte,+55 (041) 2591 4965,213.047.859-04,M,('ES', 'Espírito Santo'),Almeida de Azevedo
Fernanda Novaes,(041) 4331 8798,132.567.804-07,M,('ES', 'Espírito Santo'),Gonçalves
Dra. Amanda Fogaça,81 6129-4218,423.058.976-00,M,('AL', 'Alagoas'),Dias
Dra. Beatriz Sales,84 4134 1691,813.945.062-60,F,('AP', 'Amapá'),Oliveira das Flores
Anthony da Cruz,21 8062 8843,428.536.197-37,F,('RN', 'Rio Grande do Norte'),Araújo
Dr. André Alves,+55 (041) 4652-5155,681.745.923-00,F,('MS', 'Mato Grosso do Sul'),Cunha das Flores
Cecília Nascimento,(041) 9651 6619,965.204.738-47,F,('RO', 'Rondônia'),Santos do Norte
Mirella da Cruz,+55 71 2498 0128,840.716.925-02,M,('PA', 'Pará'),da Cruz
Luiz Felipe Souza,+55 (051) 9654-5126,482.316.507-17,M,('MT', 'Mato Grosso'),Novaes
Lucas Jesus,31 7743 7038,534.287.096-83,M,('TO', 'Tocantins'),Rocha
Maitê Moreira,+55 71 7266 7821,190.785.246-85,F,('RR', 'Roraima'),Campos do Amparo
Manuela Moraes,+55 81 1504 5989,384.216.590-06,F,('RN', 'Rio Grande do Norte'),Vieira
Sra. Emanuelly da Cruz,(061) 5634-2266,021.546.739-61,F,('GO', 'Goiás'),Duarte
Maysa Ramos,+55 (011) 4263-7071,928.470.615-76,F,('RJ', 'Rio de Janeiro'),Alves de Goiás
Daniela Costa,81 1676 2579,194.203.856-98,M,('CE', 'Ceará'),Cardoso do Amparo
Isis Santos,51 2083 9704,890.612.543-70,F,('AL', 'Alagoas'),Duarte
Dra. Alícia Ferreira,+55 (061) 0422-2847,942.610.375-99,F,('AM', 'Amazonas'),Ramos
João Felipe Silva,61 9189 3330,970.823.165-77,F,('MT', 'Mato Grosso'),Martins de Dias
Mariane da Rocha,31 0037-4878,853.062.197-21,M,('MS', 'Mato Grosso do Sul'),Ribeiro
Pedro Miguel Barros,+55 (084) 7487-3236,018.964.572-58,M,('DF', 'Distrito Federal'),Ferreira de Goiás
Emanuella da Cruz,84 9947-0555,370.158.264-53,F,('AL', 'Alagoas'),Oliveira Verde
Maysa Caldeira,+55 41 6366-3786,189.436.270-50,F,('PE', 'Pernambuco'),Carvalho
Dra. Catarina Nunes,+55 (071) 0952-5957,137.529.486-55,F,('PR', 'Paraná'),Rezende de Pereira
Theo da Costa,+55 84 8352-4920,918.204.356-60,F,('RJ', 'Rio de Janeiro'),Pires
Isaac Aragão,(081) 9000 5473,153.407.962-99,F,('PA', 'Pará'),Correia
João Lucas Jesus,(061) 2365 7103,546.823.791-19,M,('MG', 'Minas Gerais'),Silveira Grande
Eduarda Lima,(031) 8950 1897,140.672.395-99,M,('MT', 'Mato Grosso'),Souza de Freitas
João Guilherme Peixoto,+55 (084) 5297 0279,145.938.027-41,F,('MS', 'Mato Grosso do Sul'),Gonçalves
Cauê da Mata,84 8708-5685,273.698.045-00,M,('DF', 'Distrito Federal'),Almeida
Benício Correia,21 0359-8524,879.450.216-11,M,('RO', 'Rondônia'),Cardoso de Nascimento
Maria Sophia Ferreira,(031) 0302 7743,057.431.869-01,F,('BA', 'Bahia'),Melo
João Pedro Cunha,+55 (061) 4530-6315,172.569.843-91,F,('MA', 'Maranhão'),Sales de Carvalho
Gabriel da Rosa,(061) 9395 7765,879.326.405-47,F,('SE', 'Sergipe'),Rezende
Larissa Nogueira,+55 61 6956-0609,013.629.748-03,M,('AP', 'Amapá'),da Luz
Juan Moraes,51 4795 3609,763.059.481-00,M,('RJ', 'Rio de Janeiro'),Carvalho
Henrique Oliveira,(021) 3901 8562,259.846.701-94,M,('AC', 'Acre'),Santos Alegre
Sr. Eduardo Fernandes,0900-352-6621,643.029.581-89,M,('AP', 'Amapá'),das Neves
Vitor Hugo Rezende,+55 (031) 7981-4860,791.064.853-75,M,('PA', 'Pará'),Ramos
Dra. Emilly da Mata,(051) 5894-9004,398.712.045-23,F,('PR', 'Paraná'),Costela da Serra
Emilly Vieira,41 7727-7346,395.204.876-38,F,('TO', 'Tocantins'),Souza de Martins
Eduarda Cardoso,0300-381-1747,238.051.947-14,M,('SC', 'Santa Catarina'),Caldeira
Maria Eduarda Pinto,(021) 1560-3899,980.465.731-75,F,('AM', 'Amazonas'),da Cruz de Ramos
Daniela Ramos,+55 84 1181-6753,542.803.761-07,F,('CE', 'Ceará'),Moreira
Elisa Castro,61 0136-8988,190.678.354-39,M,('AM', 'Amazonas'),Freitas de Lima
Ana Lívia Nunes,41 8727 5814,142.985.073-60,F,('AC', 'Acre'),Souza
Srta. Ana Carolina da Mata,(021) 9493 9600,094.851.273-32,M,('PA', 'Pará'),Cavalcanti de Gomes
Lucca da Costa,+55 (041) 3844 8497,462.850.791-02,F,('MT', 'Mato Grosso'),Lima
Thales Moraes,+55 11 7589-9766,462.309.758-74,M,('RN', 'Rio Grande do Norte'),Monteiro da Mata
João Pedro Moura,(011) 0207-7320,897.601.325-59,M,('SC', 'Santa Catarina'),Castro do Norte
Letícia Mendes,(061) 6057-6388,321.657.940-99,M,('ES', 'Espírito Santo'),Oliveira
Sr. Arthur da Mota,+55 11 4510 1128,897.420.653-65,F,('MG', 'Minas Gerais'),Santos da Serra
Melissa Sales,+55 51 8140 4345,410.768.935-20,F,('PB', 'Paraíba'),Barros
Enzo Cardoso,84 0786-7990,057.246.193-34,M,('RJ', 'Rio de Janeiro'),da Rocha do Campo
Erick Pereira,+55 11 0406-1732,187.295.460-01,F,('TO', 'Tocantins'),Melo
Enzo Gabriel Martins,0300 874 4136,783.452.961-73,F,('RN', 'Rio Grande do Norte'),Cavalcanti
Isis Souza,(061) 2074-7924,921.485.763-64,M,('MT', 'Mato Grosso'),da Luz
Ryan Souza,0900 420 5578,613.920.485-24,M,('MS', 'Mato Grosso do Sul'),Rodrigues
Alexia Lopes,+55 31 7864 1594,065.941.738-39,M,('SC', 'Santa Catarina'),Sales das Flores
Dr. Levi Dias,+55 84 1261 3919,763.149.082-13,F,('MG', 'Minas Gerais'),da Cunha
Vicente Silva,84 9777-7096,750.983.461-93,F,('DF', 'Distrito Federal'),Lima das Flores
Davi Lucca Nogueira,+55 (084) 8776-5173,946.153.807-39,M,('AL', 'Alagoas'),Pinto
Lucas Gabriel Rezende,(071) 6792-7621,834.279.561-64,F,('TO', 'Tocantins'),Alves Paulista
Camila Moraes,61 3301 1064,407.231.986-40,M,('TO', 'Tocantins'),Azevedo do Norte
Henrique Nascimento,+55 51 5469 4156,304.687.125-26,M,('PE', 'Pernambuco'),Santos
Marcos Vinicius Silveira,+55 51 4049 3936,861.097.543-66,F,('MS', 'Mato Grosso do Sul'),Lima
Júlia Pereira,+55 (061) 2929-1199,745.219.038-60,F,('RS', 'Rio Grande do Sul'),Teixeira Alegre
Sr. Theo Rocha,+55 (081) 0574-9070,135.287.069-02,M,('MG', 'Minas Gerais'),Nunes
Sr. Henrique Fogaça,+55 (051) 0247 7426,139.245.768-82,M,('DF', 'Distrito Federal'),Rocha das Pedras
Anthony da Costa,+55 (011) 6791 2849,152.490.876-20,F,('ES', 'Espírito Santo'),Pires
Vicente Martins,(084) 7465-5459,463.529.817-55,M,('RJ', 'Rio de Janeiro'),Carvalho Paulista
João Fogaça,+55 71 9491-3477,512.609.483-15,M,('AM', 'Amazonas'),da Cunha
Theo Nunes,+55 (061) 7571-8465,512.970.368-59,M,('AP', 'Amapá'),Sales
Benjamin Rezende,(084) 4599 0176,341.798.062-31,M,('RJ', 'Rio de Janeiro'),Ferreira Alegre
Evelyn Fernandes,(061) 1778 0102,764.839.025-65,F,('MA', 'Maranhão'),Ribeiro
Emanuelly Cavalcanti,31 8414 8102,541.372.089-05,F,('PR', 'Paraná'),Martins das Pedras
Ana Sophia Farias,+55 (071) 5702-8978,912.830.654-60,M,('AM', 'Amazonas'),da Conceição da Mata
João Lucas Rodrigues,0500-910-4827,132.408.975-04,M,('GO', 'Goiás'),Carvalho
Lucas Gabriel Vieira,(021) 0152 7195,631.957.084-93,M,('AP', 'Amapá'),Correia Grande
Caroline Rodrigues,(041) 2836 0940,715.320.896-86,F,('ES', 'Espírito Santo'),da Mata de Minas
Helena Cunha,+55 (041) 0661-8590,698.413.257-64,F,('RR', 'Roraima'),Santos
Ana Luiza Sales,+55 (041) 7999-1406,357.461.890-57,F,('ES', 'Espírito Santo'),Gomes
Ana Beatriz Monteiro,+55 (081) 0450 4816,463.150.927-99,F,('MA', 'Maranhão'),Fernandes
Sra. Sophia Nunes,+55 41 2485-3025,358.740.219-14,F,('AC', 'Acre'),da Mota Paulista
Alícia Silveira,+55 (021) 4843 9059,497.256.813-55,F,('CE', 'Ceará'),Rocha das Flores
Sr. Davi Lucas Nascimento,+55 (071) 4364 1365,876.520.349-65,M,('AL', 'Alagoas'),Fogaça
Dra. Maitê da Mota,+55 (081) 3679-3651,785.316.420-35,M,('PA', 'Pará'),Souza de Barbosa
Ana Lívia Fogaça,(021) 2931-7007,528.704.193-41,F,('ES', 'Espírito Santo'),Santos do Oeste
Kamilly Fogaça,51 7834 6587,039.578.146-93,M,('AM', 'Amazonas'),Silva de Goiás
Luna das Neves,+55 51 6066 2123,538.176.029-95,M,('GO', 'Goiás'),Alves Grande
Lavínia Novaes,11 3551 8918,812.647.305-35,M,('PR', 'Paraná'),Cardoso
Daniela Lima,81 1219-2659,613.029.785-86,F,('BA', 'Bahia'),das Neves do Campo
Vitor Hugo Fernandes,0500 835 1515,327.841.965-00,M,('SP', 'São Paulo'),Moraes
Agatha Azevedo,+55 (011) 7455 7610,637.281.904-03,M,('ES', 'Espírito Santo'),Sales
Kamilly Nascimento,61 2367-9331,623.807.419-13,F,('PE', 'Pernambuco'),Costa
Mariane Rodrigues,+55 21 8753 7517,547.281.609-20,F,('SP', 'São Paulo'),Fogaça das Flores
Alice da Conceição,61 8859-2331,462.307.895-74,F,('SE', 'Sergipe'),Silva
Maria Eduarda Duarte,+55 84 2524 4237,823.976.451-73,F,('RN', 'Rio Grande do Norte'),Moura
Sra. Vitória da Luz,11 8652 7065,049.213.865-60,M,('RS', 'Rio Grande do Sul'),Melo Paulista
João Barbosa,(031) 3453 4548,612.950.478-02,F,('RJ', 'Rio de Janeiro'),da Conceição Paulista
Mirella Caldeira,+55 (061) 2911 8056,642.019.578-02,F,('DF', 'Distrito Federal'),Caldeira
Marina Novaes,(041) 9138-6143,352.860.491-33,M,('GO', 'Goiás'),Vieira de Nunes
Maysa das Neves,+55 (081) 4593 7031,420.789.153-60,M,('MA', 'Maranhão'),Cardoso das Pedras
Pietro Pinto,0900-070-6533,620.841.937-96,M,('PE', 'Pernambuco'),Peixoto
Sr. Cauã Gonçalves,+55 31 1704 6246,418.957.032-04,M,('RO', 'Rondônia'),Pinto de Minas
Arthur Novaes,+55 (051) 4777-6050,387.695.402-92,M,('GO', 'Goiás'),Nascimento
Eduarda Araújo,+55 21 8712-0962,307.428.956-29,M,('MT', 'Mato Grosso'),Cardoso de Goiás
Ana Luiza Gomes,(084) 3727 3478,138.270.596-40,F,('ES', 'Espírito Santo'),da Paz
Lorenzo Silva,(041) 3877 5765,102.836.957-30,M,('TO', 'Tocantins'),Ferreira
Bruna Oliveira,+55 (081) 6353 2258,724.390.851-97,F,('SP', 'São Paulo'),Costela
